event_id,ticker,earnings_date,stock_return_5d,market_return_5d,abnormal_return_5d,target_up
MSFT_2025_Q2,MSFT,2025-01-29,-0.004096440226167952,-0.0013552944499507502,-0.002741145776217202,0
MSFT_2025_Q3,MSFT,2025-04-30,0.018688322334498686,0.004798921789050281,0.013889400545448405,1
MSFT_2026_Q1,MSFT,2025-10-29,-0.03537736944239478,-0.0033096508589479656,-0.032067718583446814,0
