event_id,ticker,earnings_date,pre_return_5d,pre_return_20d,pre_volatility_20d,pre_volume_change,market_pre_return_5d,market_pre_return_20d
MSFT_2025_Q2,MSFT,2025-01-29,0.0022411474061905245,0.03871974885606044,0.016103750913513182,0.22507002251108132,-0.0031659898793396923,0.015982940806947177
MSFT_2025_Q3,MSFT,2025-04-30,0.05248535785586128,0.031005536586039772,0.031023862184245816,-0.2913809635017648,0.03529943785686829,-0.011854401708118356
MSFT_2026_Q1,MSFT,2025-10-29,0.04136095248335381,0.04302396414579612,0.01004041863487439,0.0883211689043899,0.02884098550117975,0.027840504168917146
